APN,geo_url_1,geo_year_1,geo_url_2,geo_year_2,geo_url_3,geo_year_3,coastal_url_1,coastal_year_1,coastal_url_2,coastal_year_2,coastal_url_3,coastal_year_3
4450011041,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWnmX6rTTaCDk2cuXrT5ULlaleFvC8ZG4Lz6RHs1PVllsZonwHHvEqy3IRzacVT9iGUIP5JplPpZh2tHdGJ%C3%89b7U%3D/,1998,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXT3qqVrrnqf9x6PtCY0wDfJJC3zAbOsPnotuh4BVHqCHQlf9Cm3L2T8%C3%8143b94eMDqkDRn15Z9yxPBAPV%C3%81tdn3o%3D/,1997,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYO%C3%81gVYW6gy0fzPhbo%C3%81M3yrqNiY0iK6fHpTi%C3%89uB9iTVZhiZpaJAIFX4nmkZyuNzC2JjlCza9NB1eQ7PQFM6MDV4%3D/,1997,,,,,,
4450012023,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AThl0ywqNDhqeDi%C3%89OuW0438pCwrWrhiwo%C3%89sJxWycPp3ok1EDUyiPch7Xbu%C3%8946lkiwwELtDhatM%C3%81tUC61YmGvMvU%3D/,2016,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Abbv3A%C3%89gfk%C3%81YThSh47htga3oEPpnUSonZ7x7R7glYhsJFq3%C3%81p%C3%89QzeQwo04ozwvyvJlnN%C3%89o7FlqOToiPM3WRUFI0%3D/,2016,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Adt%C3%89%C3%81HnvNPIq6Odh4JlqVVzgkPZ8SbitG9UeOnZlj7aOuw5Rka5KK818CbXt%C3%81vgK5otRO5wiBh1ZiomNTNCFnOY%3D/,2003,,,,,,
4450012026,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AT8XZbTGhDXBwImWACKa%C3%81cKnIUZ%C3%81fYyve4V5qgop3QJrGg4RTcfTkRb%C3%81Pbqu3EBU9mGMOGfUTMgkBdKFYmQM2%C3%81Q%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXSLlMTodztBuDumaFbnLZz%C3%81ghNlrj0ClikIr9R7Y76WuVXk8kj%C3%89SwwXnisWN9e1rTENQtjapuhyuD8EoKB8oeg%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYJ%C3%816stxB%C3%89FlpUZVugo%C3%81uKe04O69GDkjuM1JEkKFNn32PGZbl2%C3%89dY31mT0ifuOa8TGftNI8HosmTjFPULETY1%C3%89A%3D/,2022,,,,,,
4450012027,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ac%C3%81n1ENH8f41V8ODqKdyPqTEoSZR3r5KAPQmrFjgb%C3%89VdNFgPDyBtDD3b2DcAVpGpasf%C3%81rPShTGuyPVTeDMd%C3%81Fdw%3D/,1971,,,,,,,,,,
4450012028,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXAt5c4p5AijYlN3qM%C3%81VhHNqrHMCu%C3%81DVwKlQP8NrPuxX0N66kzRFoI3HnDf1JRuG4J2ni4uXM63fZxtMdpAcBwQ%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUK%C3%81Hwo43ahaZRrFTqumhFB%C3%81UHe%C3%81hH1MsWiDEs7DuLkO0TxB44q%C3%81NIiwifqgEm3kzc9fS%C3%81v2H2LNBqtsEJo0Ct0%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXlLpAhEm0S7vshS0DB78jqytkggBB%C3%89j74i4NLF%C3%811wzFRpeWSm6DOYUhC5jbnedxfP%C3%897rOgtlR1PfkNi6hjOTuw%3D/,2025,,,,,,
4450012030,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWlsRJXVMS8iw1pbCraqzSUlFpohBzP2qgkoBE3H2z3uhyeHrruGJP2GtZP8Pw0V3NmWee5qGwm7ODy%C3%89WCKMs6M%3D/,1970,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AerBji92a53uKsLsToCpZ121koegQ35oRkWsPcSXMCiemfsH8Uj54uWBR7InIQCZ%C3%81OfFi5DFETCcVzm2SKJLRlA%3D/,1968,,,,,,,,
4450012031,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AU%C3%81Apx0aRB1CFCnj1lr9m1%C3%815dmeWWU%C3%81PBrYuyrdmLYWwO2nQB7I8%C3%89VuQ5cdDiQoSMWBlfdvLaia3IWk75akS6ws%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AZvrE698tTIGEin7NbDh82hnqkKWavOsCIarcOagkf8fIl6kr2cmONCli%C3%812nMTDhBs6lcPKD5qrCA9BP1nzApd8%3D/,1969,,,,,,,,
4450012032,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AREUWP77VBLeNMgrmKdgtl7SwNOFziLEySLrJhfaEEDMkuWvu4nIhuonKKQ6bDaORCE27nvVWLFSDC%C3%89UWVC1iaI%3D/,2018,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ASnt8Rpt5Srbq8F99twD6oN%C3%89ENz2RTMWHvOYdCqOlcN9qsilFZd%C3%81sRFMkW5%C3%8974KXBEG4muQR4a93Io0wbJcyfwk%3D/,2017,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYPj2dkjYIUxAE%C3%81BVZotgtvjjuVOCjs8uI2IlLD0yvrYshcphTawPnJsyy8Nx8%C3%89VF42770R%C3%81m0cuapLSQHLgMlk%3D/,2017,,,,,,
4450012033,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Acc9mZnig9zRMTKw2t9iFGSnaKTpBLxBPRqAJUncH2jlgpHaj5xyIRoj3etZGf%C3%89fHKMpZwbO3i3UEgwrtMoS3mE%3D/,2004,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AQpBuI7ggG%C3%81de905o0iRMo7o8vqDvqwr5Exq3l4cKnDH8HZveetchPcmlH5iXiO2cTMPRzTplUaJc%C3%89BXF2Zm%C3%89Ic%3D/,1982,,,,,,,,
4450012034,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUOeDx55lC9bzDlwGmue2ZZtGA%C3%81JfPrkvwcabdWBy6PLFCtT0C3%C3%89n1vjyrCxESaiuXFqCCVHuuvE3ypadkZT%C3%895M%3D/,1983,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AbBdE0f5tIUEPrtkH%C3%81FothKqLXG2h8yTGGf4RmqYVU7OKXnL47JT90R%C3%89AnmEVcCj5O9VY%C3%89g7JCakFlpnsINla4E%3D/,1901,,,,,,,,
4450012037,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AVBgLEoKbXQItD2WStpYi1y71OxI5NJWbLTFkecy4t2bkVdH%C3%810N0MQVLl3sjRocgBAMWQ2Mha3GIKLyxVUrxenw%3D/,2025,,,,,,,,,,
4450012038,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXx9DdvDYVX874XmBKZrGtzs5TgEDJQHnUsAgqkzpoVB9ENof5AW1NoX%C3%89rZDkKRbuGYR84KiQ8oI9UO4rxLM7cU%3D/,2013,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AV4GsKqvXCwSXVbc9fmxOUCeX5i13liidxwuoRPuVWa2%C3%81%C3%89SlKPnI0glerpSdMZPLg9WQomwMxnTpfqVN0c7tNrM%3D/,2013,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ARFTkitk8NImvvUqdV4R4n910asACa6pyiHqmaQXK7wHgeigu99zQIQaDujGSYYztMXnOM4FkBWaWo36jqcZL6c%3D/,2013,,,,,,
4450012039,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUY79L%C3%81sOxVMuypcF7c5PS4lNZP%C3%89jbTcwaQc6MtcQjfxJGYybW8Ut7FjJT5gMgQlXYoyjw01tjR8NbkPFV%C3%81JjEQ%3D/,2014,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUhXU8HkKvhYrUxYaI6QmSB9hm2TDrpl7hhWWDuuKI0SHCrB2TEJjtEuwV4fynFgynYlCbpvwgfSozB%C3%81AAHrJCg%3D/,2014,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUrKAplkrafzaeQ7vzGH1Fv3ASjhIwgI2C9rxm%C3%81YijgUEVRBx1boBxCNuQ%C3%89cBCAvHskojT%C3%8958odCkVS3xxwxAXM%3D/,2014,,,,,,
4450012040,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXZBR6iXAMRxFilTYVv8vXHlzyQNQHaJS1VnhZFzL57zg6IbKQi%C3%89%C3%81TeB5x1PCfm1epaCxLlTW3OGOiZqpj%C3%81Zr4s%3D/,2026,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUk%C3%89k%C3%81HQGgnz48vjIE3X4x12nzjbBT6Ji5Iqrr8QjSK46F9z77sdmYQn3PnJf8G4bYdf1fHwuxSOqY9t1j2ORgQ%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AZFbYYsgXctbbU%C3%812WWxlDOdqy5LR4USE7QCMBYsmxa7%C3%81uYzLoUkwweGbUjylXKEsh7rlDSZMNQwgibse884UViA%3D/,2025,,,,,,
4450013059,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdH%C3%89paHA%C3%89tV5vajiRqhM5YDDoxAs1pPf4Jn9mUujRwRr1771y5xFrnPNq8VF1kKvOTNQIFkkUwkEtgkkcYiNzWI%3D/,1993,,,,,,,,,,
4450013060,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AZZkXmelm8kkGEhnKzpCgswy2JpsO5lCAYUOvyDu4eSFBIehLGOkF3Bh%C3%898yDCJll2oLe1aVS6wnTL19NIEVGEro%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AR02aE9FlkHRrZMG%C3%81JvcjtqMEtSQYIo6ke3L032TQj8oQBgqPo6o2vXm4gEIpElGsh88CnTp3ng8PMRJU3XnDcg%3D/,1998,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdD0BAua%C3%89dRBwpscOc5I3pPmM6S5IGatMlE6oFC0iNwmBzJ5Wnjv81h4%C3%89c3AmvtT0wP5LJooBc%C3%89VVfc7u5yIrcQ%3D/,1998,,,,,,
4450013062,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYij7mmuZ7igJfrkeH36cic7%C3%89Cs6Un0q8hndiOdr4tIpA6gZFpkbz9PPhQeKsu1vCy5Z2d%C3%89Y%C3%89Q%C3%89VXm0DPxhfT4Q%3D/,2025,,,,,,,,,,
4450013064,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AVy2a7HwZX%C3%81rx%C3%891fN82F90P%C3%89p7FWTL7V9OLLbzmvIorFhRjP98mwNWHO9xXrhb9V2QDAkG0%C3%89BEjHnK6Vw6Q5sBM%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AfWfzGmhaLPqvPM%C3%81OvpUbMZeDj%C3%81n4xDEXePu0YeHZfPWu8r%C3%81Dy5h%C3%89Tyu3Qj3ln0EY%C3%89qfgNSn8sV%C3%81qI9i4DlqNoA%3D/,2025,,,,,,,,
4450013069,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AQ4h2ehnP4tb9rvuLnIHJ5Xxd%C3%8181BPq37g4M3eiXSdsVHwBBuq1maFMDSiqMeYmjBIT5oWFOUtA2nwWEbgOwzlw%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdeZHeI5lGL5HlvcC0F0DdIt1eaPKjNia9iMx2Gc4EoTpCq2fmnjDauqPgZJlyEWFiE7TS1yNjkguaIKYpIeLsg%3D/,2025,,,,,,,,
4450013071,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWIriajW%C3%89rUlQVhuNME6KVcTmUaF%C3%81OZVqx0zqV1djaEKu1GpIjfhKsY83JHwsIWjf1CNZPzh1hc78FlYeTu0qh8%3D/,2025,,,,,,,,,,
4450013075,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUEnANU%C3%81gEpAKZgmNS%C3%81gHKQPATtAN%C3%89x69m%C3%81btRgxJvqmCJohibcuSi7PMY0vJjczUEpd3zco6JoPxCsAA%C3%89WNsrQ%3D/,1979,,,,,,,,,,
4450013077,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ae3UEk6qwHAAgLOwMaQNCaNi1WzV0rAn0mcLiOaz5XOVEiSZaEFqHk00DRFxFjROYOMfGw1R3S7mVE8IKyuWtFQ%3D/,2009,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AfmK%C3%89nvBKqbgh3dlLOZ5Y1PxyvHbcfXDe5FYL0nzWWgX2scDh8SeH%C3%81SOJWgP8ZjyPu0bqE3%C3%89H%C3%89Yu64kzEvLfBdk%3D/,2009,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AenY%C3%89B9kETNmsJEmt0OdogoWa94f3euUqUvujVIjLSmGVdpdsHwwsx%C3%891RsecN5vn6V7Smn9BrkL%C3%89qLpyFCBLF34%3D/,2009,,,,,,
4450013079,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdgrFCA03RxYPZxxShRDpttSQdRtEWJbSf6lxuizE26%C3%81LPE9w6kA4YAuv%C3%81OjOGsAQmc26U5i3azi141qxRQ%C3%81kBA%3D/,2025,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWpRzbxX%C3%81QCKjOp05KV782lGvIahFWNB136CDUvyeDAIZdTVCjJtvuvlj3UlEULf3B8BqBnBD9aIxVYpd6SOAts%3D/,2025,,,,,,,,
4450013080,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ARSR6wuFHzIwkz84p65HwyyRA3B2z8Pl37cGV9yj3UcHF4dH7kPyLuVG6agOTSlOTi%C3%89nMUtHTng8sG4VLuBuOeg%3D/,2025,,,,,,,,,,
4450013081,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXt%C3%89z0%C3%89z49pvg1ng9jUEikLbKhXQrGVhtmuF4H7gG4uJ6%C3%81dG%C3%81FY9duV0pFpEQwqfiTBTecpaCO9qlZaeEnVLhT0%3D/,2012,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYZj%C3%89%C3%81qHt%C3%89EdF2QqEZSWL3Qvq3Af7FDU5ke3EnXv4KhY4ZSKvkaRdscAzm%C3%815HY8vGak9aZm01I6lV8W0NZ8eFU0%3D/,2012,,,,,,,,
4450013082,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ARcgoDL5gndbuxDIj9tH%C3%89A%C3%89Z16zA7noGzPzf8sO9ZO7F4udxeCdDglWQ4ROUz9TXmreoKuUfl8Wp%C3%81d%C3%81mUo8Mkxs%3D/,2005,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUzT6ljiDgaBz2zgvySeSgbLPO5v%C3%89IC7z5N%C3%89LMRONaLQFuAZioYWbNk%C3%81YQnyMCqcAqXAvqRmtgd2w1Q88NRfzOY%3D/,2005,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/Ae0WeBhkSg2N6KDxXOT7yqzQ6fspqnwOFXU8nLkPX45yXkcm37aTt%C3%81umNo9J9n4L8Rqp4tDVYM8H1LYez7%C3%816bJI%3D/,2005,,,,,,
4450013083,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ASRC5dZ5LrwqLww1drJpoWakuP6Ejt0h%C3%81twY5kngbjt%C3%8165Mc9OBn%C3%89XYGqWB3ALscA7E5phXqI5WH8sbULYvcTQw%3D/,1996,,,,,,,,,,
4450013084,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AX%C3%818IBJPIg%C3%89YC4DRS2TLUA2pbPXC%C3%89x8c4Ot4Pnsr%C3%811dxRN9cHyUBKB2T290UYN0t5ZroS2%C3%81%C3%81KtnijkbojcJ28E0%3D/,2020,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AYC6QKgo%C3%81uVKhygeJ2i6cbbThHx2wfwRoIN6Kix2v%C3%89OZoQ0ishvZZwDAQlBbQAskOgqNBgLZMlv%C3%89Vd477hf7z8E%3D/,2019,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdfJDclWQ3ySqzWj360s2bbWJvt3fhx3rvCuqBugpp3Icv4Jr6EwFBQs4W6NZEvtsJ2v8PQgwc%C3%81d9MM2Ca9DIuo%3D/,2019,,,,,,
4450014065,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AVhO2A%C3%89G5%C3%81RtMdCx8IR8n3v4mJJB6SxyFKbcCcn8j3kzdORwJIftC26gA%C3%81DNooEJCkqc%C3%89NywkonLZR%C3%81LWzlxFJM%3D/,1995,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXEf8mp2fXoVF4xzFGx%C3%89Cyy9LnnBMg9rjQXNHaF9ttS03I%C3%81xnVV3FhCDSFPweZ1Z0pJ13Vb23qoY3ul2L0HghUI%3D/,1994,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ASQX6%C3%81i7Wma5nps9r25cMPryfiF%C3%81JKYA2ko%C3%89g7pmb%C3%89hFGfLtNm2c9TEcFaCqakYjSC3Jl9tz4pzcmUdBaJEqfgE%3D/,1994,,,,,,
4450014067,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AfhGaGh9CVSsX6AfGPj4gUjtV%C3%81W93DBe7a5j%C3%89fhuCpHYTZ0A2Er7zLzY1NknQsNlmM0NTAIlL%C3%89h%C3%81zg4zQj7UYno%3D/,1980,,,,,,,,,,
4450014071,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AdhCCo%C3%89Rn%C3%81P6XReVWpRTsJHSAsIUhKHVNBjhXBMxuz7Et%C3%898F%C3%81YsOOcU4YNAGFSZ59a0qd%C3%81FJ%C3%89oinAAryvLVTMfo%3D/,1977,,,,,,,,,,
4450014076,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWcFJeE4BSS7bw7MqrvbxVx3OwduFz%C3%81InpDPv%C3%89XYO34npTgLGDylN7F2JmcZoLqFC%C3%81vY%C3%81LRs8%C3%81a8wW1nUyPgdBk%3D/,2006,,,,,,,,,,
4450014077,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/ARauOfyAj7i97D6lrbnOHnC2OQItXaVC3eMwMjNzcelFpV5F3rDVduAuXiwgm1rFC13lrYONHD7yk35QPX6GMrk%3D/,1995,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AViB9FHbcvn6YbZiiyrGcHPLhjOKkqSalsg5EnkyR9YHYZxvhJ%C3%89HjyC2alTXgB7MLA9f2GVBWbP75w9OwrrLU%C3%81g%3D/,1995,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AXYT0ncc52T4%C3%89FKAjgAkRq442VbzVOlga8jASwl8WJk2TSDrzn9X073XntfUakFe%C3%8149CcVEu5wJACadrz9ecMho%3D/,1994,,,,,,
4450014078,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AeWANI0B1XDZw6QZ6Rnfn4ebt9wYibBUwgTg9%C3%81EUnfJqAbx0BzVvv50p8LppdZwyqdE25ZWPBjmiXGYFx4dnTdI%3D/,2017,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AWzV8%C3%89OvtlZ8GeiYeE%C3%89LrT%C3%89lax9wG8mJaV6zZlgMepDtKs0RSCVuogHlxEt4w7EGJGCeYFzm5b5%C3%81b7Gn%C3%81UTsVPc%3D/,2015,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AeMHIVjB0Q0%C3%89UfF5hhAM7ycySkKXm%C3%818N8RfWWBPTFGt8aa4U4pHwjUcnTPcqoymmzBh6YyfAb4AoM9Sj2aUS36E%3D/,2003,,,,,,
4450014079,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AUyFvpmrXa6p%C3%81ZYDAXEWz%C3%81N4B7uOgrpGtkB8v92yOZnT0vwDa3iQ0O8cgon%C3%89yHAB2%C3%89A8w%C3%89JcOSjQbvBaS1SxQRE%3D/,1994,,,,,,,,,,
4450015016,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AZzCuMBzfsvQcunWa7WsPfPO1vUp%C3%89So9bd6BIHQm9KDxdGpRjFH7OjFtYZVPKfonwZ%C3%812OPyDNRL0q%C3%816AAzattt8%3D/,2025,,,,,,,,,,
4450015019,https://publicaccess.ci.malibu.ca.us/onbase-portal/api/Document/AZxrDE6VoLMIpd5piA%C3%89EeOIGQjkkRrXbCm448g08ATCSeAlXtVM%C3%81Ky%C3%89XBOBTyqFrGWWba1ROs8sNxFDXUD5vpsM%3D/,2012,,,,,,,,,,
